ID	NAME	X	Y
48	None|Gaga_4|Gallus_gallus	0.30850896	0.40414694
49	None|Gaga_5|Gallus_gallus	0.28421032	0.37675813
50	None|Gaga_6|Gallus_gallus	0.30600166	0.3931857
51	None|Gaga_7|Gallus_gallus	0.2890515	0.38457775
52	None|Gaga_8|Gallus_gallus	0.27605322	0.39686525
53	None|Alsi_1|Alligator_sinensis	0.24422756	0.37458903
54	None|Alsi_10|Alligator_sinensis	0.28951403	0.36936525
55	None|Alsi_2|Alligator_sinensis	0.24368761	0.3691967
56	None|Alsi_3|Alligator_sinensis	0.2658622	0.3711843
57	None|Alsi_4|Alligator_sinensis	0.3571186	0.388245
58	None|Alsi_5|Alligator_sinensis	0.38780928	0.46742463
59	None|Alsi_6|Alligator_sinensis	0.30732638	0.37988818
60	None|Alsi_7|Alligator_sinensis	0.2935471	0.38641882
61	None|Alsi_8|Alligator_sinensis	0.28912863	0.39087626
62	None|Alsi_9|Alligator_sinensis	0.27383214	0.39154035
63	None|Chmy_1|Chelonia_mydas	0.25757617	0.3768755
64	None|Chmy_10|Chelonia_mydas	0.29452744	0.390779
65	None|Chmy_11|Chelonia_mydas	0.3006863	0.3945252
66	None|Chmy_12|Chelonia_mydas	0.28138945	0.39449814
67	None|Chmy_13|Chelonia_mydas	0.27919516	0.3781849
68	None|Chmy_2|Chelonia_mydas	0.25444776	0.36498234
69	None|Chmy_3|Chelonia_mydas	0.26494673	0.3653452
70	None|Chmy_4|Chelonia_mydas	0.34195268	0.43015087
71	None|Chmy_5|Chelonia_mydas	0.34308463	0.43319967
72	None|Chmy_6|Chelonia_mydas	0.29619533	0.40314677
73	None|Chmy_7|Chelonia_mydas	0.33583838	0.428755
74	None|Chmy_9|Chelonia_mydas	0.28249902	0.38621047
75	None|Povi_1|Pogona_vitticeps	0.26656798	0.39598316
76	None|Povi_10|Pogona_vitticeps	0.28840926	0.4021291
77	None|Povi_11|Pogona_vitticeps	0.28896305	0.38785335
78	None|Povi_12|Pogona_vitticeps	0.28931496	0.37585506
79	None|Povi_3|Pogona_vitticeps	0.2545115	0.36860177
80	None|Povi_5|Pogona_vitticeps	0.31065625	0.3931053
81	None|Povi_6|Pogona_vitticeps	0.3182184	0.40973905
82	None|Povi_7|Pogona_vitticeps	0.333679	0.40521565
83	None|Povi_8|Pogona_vitticeps	0.3056557	0.37271404
84	None|Povi_9|Pogona_vitticeps	0.30571184	0.41536388
85	None|Povi_4|Pogona_vitticeps	0.4707996	0.43357137
86	None|Anca_1|Anolis_carolinensis	0.25259516	0.38596427
87	None|Anca_10|Anolis_carolinensis	0.28533217	0.38307282
88	None|Anca_2|Anolis_carolinensis	0.23775095	0.35292712
89	None|Anca_3|Anolis_carolinensis	0.27088028	0.3678985
90	None|Anca_5|Anolis_carolinensis	0.3035062	0.39710104
91	None|Anca_6|Anolis_carolinensis	0.33519366	0.4250612
92	None|Anca_7|Anolis_carolinensis	0.31512454	0.37643936
93	None|Anca_8|Anolis_carolinensis	0.28152162	0.40719807
94	None|Anca_9|Anolis_carolinensis	0.2821613	0.39101702
95	None|Anca_4|Anolis_carolinensis	0.47069696	0.4221424
96	None|Vako_dn2|Varanus_komodoensis	0.18457295	0.30916405
97	None|Vako_dn3|Varanus_komodoensis	0.26145026	0.3688973
98	None|Vako_dn8|Varanus_komodoensis	0.28960186	0.4089223
99	None|Vako1|Varanus_komodoensis	0.26181886	0.38685393
100	None|Vako10|Varanus_komodoensis	0.28626347	0.39595386
101	None|Vako5|Varanus_komodoensis	0.29864344	0.3982931
102	None|Vako6|Varanus_komodoensis	0.3257639	0.41570252
103	None|Vako7|Varanus_komodoensis	0.29972637	0.37432364
104	None|Vako9|Varanus_komodoensis	0.29989314	0.38829735
105	None|Vako_dn4|Varanus_komodoensis	0.48496342	0.4782718
106	TR|M9T1L2|Aspidites_melanocephalus	0.5866999	0.68650573
107	TR|M9T271|Aspidites_melanocephalus	0.58714217	0.70495075
108	NCBI|Pbiv_NW_006541926_1_gene_1_mRNA_1|Python_bivittatus	0.7461815	0.709117
109	NCBI|Pbiv_NW_006543148_1_gene_1_mRNA_1|Python_bivittatus	0.85658866	0.55454665
110	None|Pybi_1|Python_bivittatus	0.29851162	0.38402918
111	None|Pybi_2|Python_bivittatus	0.23146862	0.35391313
112	None|Pybi_3|Python_bivittatus	0.2710875	0.41456008
113	TR|A0A098LY61|Python_regius	0.6457652	0.77480966
114	TR|A0A098LWQ5|Python_regius	0.7343491	0.67558676
115	TR|A0A098LY55|Python_regius	0.7124576	0.75877243
116	TR|A0A098LY67|Python_regius	0.7516119	0.03375263
117	TR|M9SZR1|Cylindrophis_ruffus	0.7765956	0.7559252
118	TR|M9T2J4|Azemiops_feae	0.6613254	0.7931059
119	NCBI|BOTJA_GEXA01000001.1_15_275|Bothrops_jararaca	0.70729715	0.6465874
120	SP|P84716|Causus_rhombeatus	0.7762433	0.7863207
121	TR|A0A1W7RBC9|Crotalus_adamanteus	0.6335331	0.83405495
122	TR|A0A1W7RBD9|Crotalus_adamanteus	0.7315113	0.77375525
123	NCBI|CROCE_GGMJ01000004.1_1_267|Crotalus_cerastes	0.5723702	0.89591175
124	NCBI|CROCE_GGMJ01000005.1_1_252|Crotalus_cerastes	0.60350835	0.84586436
125	NCBI|CROSC_GGIP01000025.1_1_252|Crotalus_scutulatus	0.6601881	0.845923
126	NCBI|CROTI_XM_039332036.1_300_557|Crotalus_tigris	0.73426634	0.7920722
127	NCBI|CROTI_XM_039332037.1_103_360|Crotalus_tigris	0.7335121	0.77134037
128	NCBI|CROTI_XM_039332038.1_21_260|Crotalus_tigris	0.7857488	0.616198
129	NCBI|CROTI_XR_005555302.1_67_312|Crotalus_tigris	0.75262654	0.6618446
130	NCBI|CROTI_XR_005555304.1_268_468|Crotalus_tigris	0.8233411	0.6215417
131	NCBI|CROTI_XR_005555300.1_149_355|Crotalus_tigris	0.8308499	0.6036177
132	NCBI|CROTI_XR_005557461.1_417_620|Crotalus_tigris	0.80009335	0.72193426
133	NCBI|CROTI_XR_005557464.1_96_332|Crotalus_tigris	0.8114948	0.7272563
134	None|Cvir_PDHV02000066_1_88429_90401|Crotalus_viridis	0.7250249	0.78091127
135	None|Cvir_PDHV02000188_1_35190_37247_mka|Crotalus_viridis	0.77733904	0.7480219
136	None|Dacu_scaffold1201_gene_1_mRNA_1_mka|Deinagkistrodon_acutus	0.74831736	0.66479784
137	None|Dacu_scaffold1201_gene_1_mRNA_2_mka|Deinagkistrodon_acutus	0.78851664	0.642467
138	None|Dacu_scaffold1201_gene_1_mRNA_3_mka|Deinagkistrodon_acutus	0.72692394	0.5985444
139	None|Dacu_scaffold1201_gene_1_mRNA_4_mka|Deinagkistrodon_acutus	0.79426557	0.7353011
140	None|Dacu_scaffold1201_gene_1_mRNA_5_mka|Deinagkistrodon_acutus	0.74858433	0.680352
141	None|Dacu_scaffold1201_gene_1_mRNA_6|Deinagkistrodon_acutus	0.72098273	0.7559524
142	None|Dacu_scaffold2000_gene_1_mRNA_1|Deinagkistrodon_acutus	0.7317575	0.7962284
143	NCBI|GLOIN_GHUB01014925.1_176_436|Gloydius_intermedius	0.7457283	0.77670753
144	NCBI|GLOIN_GHUB01014927.1_176_415|Gloydius_intermedius	0.59519696	0.8263657
145	NCBI|GLOIN_GHUB01072089.1_C300_49|Gloydius_intermedius	0.5629984	0.89117706
146	NCBI|GLOIN_GHUB01143089.1_C464_201|Gloydius_intermedius	0.7363224	0.7528612
147	TR|U3T794|Protobothrops_flavoviridis	0.7230608	0.7710932
148	None|Prmu_3|Protobothrops_mucrosquamatus	0.7310123	0.76192385
149	None|Prmu_6|Protobothrops_mucrosquamatus	0.24214703	0.4043084
150	NCBI|PROMU_XM_015823117.1_32_274|Protobothrops_mucrosquamatus	0.56121135	0.8553545
151	NCBI|Protobothrops_mucrosquamatus_XP_015678608|Protobothrops_mucrosquamatus	0.7196437	0.77126044
152	None|Prmu_2|Protobothrops_mucrosquamatus	0.722569	0.79413205
153	None|Prmu_4|Protobothrops_mucrosquamatus	0.56039125	0.86110944
154	None|Prmu_5|Protobothrops_mucrosquamatus	0.29841575	0.3810174
155	None|Prmu_7|Protobothrops_mucrosquamatus	0.24121737	0.36144513
156	None|Pseudocerastes_urarachnoides_3FTx_05|Pseudocerastes_urarachnoides	0.6833421	0.7880349
157	None|Pseudocerastes_urarachnoides_3FTx_06|Pseudocerastes_urarachnoides	0.68052644	0.7914365
158	TR|A5X2W6|Sistrurus_catenatus_edwardsii	0.57238406	0.913494
159	SP|A5X2W8|Sistrurus_catenatus_edwardsii	0.7219273	0.76849455
160	TR|A5X2W7|Sistrurus_catenatus_edwardsii	0.65937155	0.8392336
161	TR|A5X2W9|Sistrurus_catenatus_edwardsii	0.6121985	0.86161417
162	TR|A5X2X0|Sistrurus_catenatus_edwardsii	0.6253605	0.8438639
163	TR|B4Y143|Sistrurus_catenatus_edwardsii	0.6418046	0.84047437
164	NCBI|VIPTR_OL439441.1_1_264|Vipera_transcaucasiana	0.7014631	0.7905637
165	None|Vipera_transcaucasiana_3FTx_08|Vipera_transcaucasiana	0.68787587	0.7927535
166	None|Vipera_transcaucasiana_3FTx_09|Vipera_transcaucasiana	0.6958579	0.7917667
167	None|Vipera_transcaucasiana_3FTx_10|Vipera_transcaucasiana	0.6927683	0.7946608
168	NCBI|Atractaspis_aterrima_GAME01026808|Atractaspis_aterrima	0.73882854	0.77663416
169	NCBI|ATRAT_GAME01039965.1_33_296|Atractaspis_aterrima	0.72126424	0.80509657
170	NCBI|Atractaspis_aterrima_GAMF01005539|Atractaspis_aterrima	0.7151264	0.8116912
171	NCBI|Atractaspis_aterrima_GAMF01040875|Atractaspis_aterrima	0.7343703	0.80476964
172	NCBI|Atractaspis_aterrima_GAMF01050194|Atractaspis_aterrima	0.7184055	0.7453001
173	NCBI|Atractaspis_aterrima_GAMF01055489|Atractaspis_aterrima	0.737219	0.8068683
174	NCBI|ATRAT_GAMF01005539.1_32_289|Atractaspis_aterrima	0.7188688	0.81075907
175	NCBI|ATRAT_GAMF01035612.1_104_391|Atractaspis_aterrima	0.74080795	0.77278364
176	NCBI|ATRAT_GAMF01040875.1_33_287|Atractaspis_aterrima	0.7335205	0.8068929
177	NCBI|ATRAT_GAMF01047773.1_120_359|Atractaspis_aterrima	0.7432968	0.80330735
178	NCBI|ATRAT_GAMF01050194.1_30_284|Atractaspis_aterrima	0.71284974	0.74741757
179	SP|A7X3R6|Leioheterodon_madagascariensis	0.73035187	0.775928
180	NCBI|MALIN_GFTV01000051.1_C343_146|Malpolon_insignitus	0.81826603	0.7947641
181	NCBI|MALMO_OL366269.1_1_252|Malpolon_monspessulanus	0.73441875	0.785116
182	None|Malpolon_monspessulanus_unigene50403|Malpolon_monspessulanus	0.73225963	0.7834276
183	SP|A7X3M3|Psammophis_mossambicus	0.74595416	0.78230965
184	NCBI|PSASC_OL366271.1_1_249|Psammophis_schokari	0.7510293	0.77436346
185	None|Psammophis_schokari_unigene276500|Psammophis_schokari	0.75831616	0.77235377
186	NCBI|PSASC_OL366270.1_1_258|Psammophis_schokari	0.75040036	0.782957
187	NCBI|PSASC_OL366274.1_1_264|Psammophis_schokari	0.73537576	0.7879556
188	None|Psammophis_schokari_unigene221596|Psammophis_schokari	0.74936163	0.78479886
189	None|Psammophis_schokari_unigene36962|Psammophis_schokari	0.7487408	0.78147393
190	None|Psammophis_schokari_unigene503446|Psammophis_schokari	0.7329346	0.78916174
191	NCBI|PSASU_OL439254.1_1_252|Psammophis_subtaeniatus	0.73142606	0.78537446
192	None|Psammophis_subtaeniatus_unigene107172|Psammophis_subtaeniatus	0.73432124	0.78148675
193	None|Psammophis_subtaeniatus_unigene33896|Psammophis_subtaeniatus	0.73045874	0.7811192
194	TR|A0A193CHL3|Ahaetulla_prasina	0.6797119	0.77579176
195	TR|A0A346CLY6|Ahaetulla_prasina	0.7093372	0.7831448
196	TR|A0A346CLY7|Ahaetulla_prasina	0.6886644	0.77278584
197	TR|A0A193CHL5|Ahaetulla_prasina	0.6937304	0.7244494
198	TR|A0A346CLY8|Ahaetulla_prasina	0.71230525	0.7411818
199	TR|A0A346CLZ0|Ahaetulla_prasina	0.71047944	0.7320179
200	TR|A0A346CLZ1|Ahaetulla_prasina	0.69901085	0.7282053
201	TR|A0A346CM15|Ahaetulla_prasina	0.7135796	0.7449842
202	TR|A0A346CM25|Ahaetulla_prasina	0.7239026	0.74253666
203	TR|A0A481MQM5|Boiga_cynodon	0.6320054	0.7688263
204	TR|A0A193CHL1|Boiga_cynodon	0.6823307	0.6965183
205	NCBI|Boiga_dendrophila_dendrophila_GGUB01000001|Boiga_dendrophila_dendrophila	0.64177597	0.76497406
206	TR|A0A481MQP4|Boiga_dendrophila	0.6387823	0.76753825
207	SP|Q06ZW0|Boiga_dendrophila	0.67643744	0.6846083
208	TR|A0A481MQJ6|Boiga_dendrophila	0.7098477	0.72484905
209	TR|A0A481MQK7|Boiga_dendrophila	0.7002684	0.6855143
210	TR|A0A481MQL7|Boiga_dendrophila	0.69721174	0.6903343
211	NCBI|Boiga_dendrophila_dendrophila_GGUB01000002|Boiga_dendrophila_dendrophila	0.70703584	0.693321
212	NCBI|Boiga_dendrophila_dendrophila_GGUB01000005|Boiga_dendrophila_dendrophila	0.7003453	0.6949208
213	NCBI|Boiga_dendrophila_dendrophila_GGUB01000024|Boiga_dendrophila_dendrophila	0.69642097	0.6930367
214	NCBI|Boiga_dendrophila_dendrophila_GGUB01000025|Boiga_dendrophila_dendrophila	0.69650227	0.68518287
215	NCBI|Boiga_dendrophila_dendrophila_GGUB01000027|Boiga_dendrophila_dendrophila	0.7087116	0.7232808
216	None|1217Boiga_|Boiga_dendrophila_dendrophila	0.69308144	0.69128895
217	None|1221Boiga_|Boiga_dendrophila_dendrophila	0.694833	0.6899055
218	None|1231Boiga_|Boiga_dendrophila_dendrophila	0.70394886	0.6937815
219	None|1233Boiga_|Boiga_dendrophila_dendrophila	0.70516	0.6956108
220	None|1237Boiga_|Boiga_dendrophila_dendrophila	0.70516086	0.6913429
221	None|1283Boiga_|Boiga_dendrophila_dendrophila	0.67957735	0.68462944
222	None|1305Boiga_|Boiga_dendrophila_dendrophila	0.6790969	0.69711846
223	None|1307Boiga_|Boiga_dendrophila_dendrophila	0.68580586	0.6930059
224	None|1311Boiga_|Boiga_dendrophila_dendrophila	0.69394577	0.7114601
225	None|1313Boiga_|Boiga_dendrophila_dendrophila	0.69759154	0.7034894
226	None|1315Boiga_|Boiga_dendrophila_dendrophila	0.69505215	0.70810694
227	None|1319Boiga_|Boiga_dendrophila_dendrophila	0.67606246	0.69902307
228	None|1321Boiga_|Boiga_dendrophila_dendrophila	0.6935925	0.6961802
229	None|1323Boiga_|Boiga_dendrophila_dendrophila	0.68337315	0.68903714
230	None|1325Boiga_|Boiga_dendrophila_dendrophila	0.7057235	0.70552063
231	None|1327Boiga_|Boiga_dendrophila_dendrophila	0.7041182	0.7036486
232	None|1329Boiga_|Boiga_dendrophila_dendrophila	0.7071909	0.7028706
233	None|1383Boiga_|Boiga_dendrophila_dendrophila	0.6892812	0.69295216
234	None|1387Boiga_|Boiga_dendrophila_dendrophila	0.675603	0.69097495
235	None|1389Boiga_|Boiga_dendrophila_dendrophila	0.6729302	0.6889516
236	None|1391Boiga_|Boiga_dendrophila_dendrophila	0.67217225	0.69821286
237	None|1393Boiga_|Boiga_dendrophila_dendrophila	0.67249495	0.6957899
238	None|1399Boiga_|Boiga_dendrophila_dendrophila	0.6688904	0.6924866
239	None|1401Boiga_|Boiga_dendrophila_dendrophila	0.67232615	0.6929316
240	None|1223Boiga_|Boiga_dendrophila_gemmicincta	0.69843906	0.68740076
241	None|1225Boiga_|Boiga_dendrophila_gemmicincta	0.6993855	0.6833357
242	None|1227Boiga_|Boiga_dendrophila_gemmicincta	0.70182383	0.68741244
243	None|1309Boiga_|Boiga_dendrophila_gemmicincta	0.6986011	0.6992337
244	None|1317Boiga_|Boiga_dendrophila_gemmicincta	0.6976029	0.70648485
245	None|1385Boiga_|Boiga_dendrophila_gemmicincta	0.67917824	0.68761003
246	None|1397Boiga_|Boiga_dendrophila_gemmicincta	0.6721176	0.69082683
247	NCBI|Boiga_irregularis_Brisbane_GGUD01000006|Boiga_irregularis	0.62074274	0.7692146
248	NCBI|Boiga_irregularis_Sulawesi_GGUE01000001|Boiga_irregularis	0.629331	0.7724532
249	TR|A0A0B8RZX5|Boiga_irregularis	0.6744558	0.6865445
250	NCBI|Boiga_irregularis_Brisbane_GGUD01000001|Boiga_irregularis	0.6901103	0.68576103
251	NCBI|Boiga_irregularis_Brisbane_GGUD01000007|Boiga_irregularis	0.69254464	0.6840694
252	None|1253Boiga_|Boiga_irregularis	0.6858474	0.6812778
253	None|1255Boiga_|Boiga_irregularis	0.68877214	0.6881838
254	None|1263Boiga_|Boiga_irregularis	0.6827499	0.6789794
255	None|1279Boiga_|Boiga_irregularis	0.69629055	0.6803279
256	None|1281Boiga_|Boiga_irregularis	0.69471455	0.681874
257	None|1289Boiga_|Boiga_irregularis	0.69954664	0.7109794
258	None|1295Boiga_|Boiga_irregularis	0.70481956	0.7080902
259	None|1355Boiga_|Boiga_irregularis	0.6798577	0.6910506
260	None|1359Boiga_|Boiga_irregularis	0.68445504	0.700796
261	None|1363Boiga_|Boiga_irregularis	0.6891254	0.69613963
262	None|1367Boiga_|Boiga_irregularis	0.68662375	0.6950053
263	None|1371Boiga_|Boiga_irregularis	0.6828844	0.69899476
264	None|1373Boiga_|Boiga_irregularis	0.6813987	0.70402914
265	None|1381Boiga_|Boiga_irregularis	0.6765663	0.70431566
266	SP|A0S864|Boiga_irregularis	0.67574537	0.69623816
267	SP|A0S865|Boiga_irregularis	0.70905614	0.71511763
268	TR|A0A0B8RS19|Boiga_irregularis	0.68851644	0.70381576
269	TR|A0A0B8RS22|Boiga_irregularis	0.6788434	0.70225096
270	TR|A0A0B8RS37|Boiga_irregularis	0.7000358	0.6893772
271	TR|A0A0B8RS42|Boiga_irregularis	0.70189625	0.7093261
272	TR|A0A0B8RS43|Boiga_irregularis	0.68207365	0.69399214
273	TR|A0A0B8RS45|Boiga_irregularis	0.6756936	0.7011202
274	TR|A0A0B8RS48|Boiga_irregularis	0.6909026	0.6773249
275	TR|A0A0B8RSY0|Boiga_irregularis	0.68524027	0.70678174
276	TR|A0A0B8RSY6|Boiga_irregularis	0.6870078	0.6867499
277	TR|A0A0B8RSZ0|Boiga_irregularis	0.67895615	0.6930627
278	TR|A0A0B8RSZ1|Boiga_irregularis	0.68215936	0.6920737
279	TR|A0A0B8RSZ3|Boiga_irregularis	0.6882494	0.6764813
280	TR|A0A0B8RVA5|Boiga_irregularis	0.67901295	0.70478606
281	TR|A0A0B8RVB2|Boiga_irregularis	0.6985035	0.70883226
282	TR|A0A0B8RVB7|Boiga_irregularis	0.70218486	0.70742065
283	TR|A0A0B8RVB9|Boiga_irregularis	0.6792983	0.6950044
284	TR|A0A0B8RVC5|Boiga_irregularis	0.68193907	0.672538
285	TR|A0A0B8RYW2|Boiga_irregularis	0.6920229	0.6804974
286	TR|A0A0B8RYX1|Boiga_irregularis	0.69405574	0.6865881
287	TR|A0A0B8RYX5|Boiga_irregularis	0.7022417	0.7123447
288	TR|A0A0B8RYY0|Boiga_irregularis	0.69263333	0.7032177
289	TR|A0A0B8RYY3|Boiga_irregularis	0.6869265	0.7012933
290	TR|A0A0B8RYY5|Boiga_irregularis	0.687672	0.6994048
291	TR|A0A0B8RYY9|Boiga_irregularis	0.6859432	0.67800665
292	TR|A0A0B8RZW9|Boiga_irregularis	0.6831501	0.6818322
293	TR|A0A0B8RZX0|Boiga_irregularis	0.6856234	0.69681233
294	TR|A0A0B8RZX6|Boiga_irregularis	0.68204844	0.7018937
295	TR|A0A0B8RZX8|Boiga_irregularis	0.68444645	0.70302767
296	TR|A0A0B8RZY0|Boiga_irregularis	0.6818002	0.67588544
297	TR|A0A193CHL4|Boiga_irregularis	0.68358576	0.6838997
298	TR|A0A193CHL6|Boiga_irregularis	0.6914836	0.6879351
299	TR|A0A193CHL9|Boiga_irregularis	0.6874347	0.68342763
300	TR|A0A193CHM0|Boiga_irregularis	0.6892885	0.6817473
301	TR|A0A6G1S2N1|Boiga_nigriceps	0.61897457	0.7731411
302	None|1285Boiga_|Boiga_nigriceps	0.70752645	0.7095094
303	None|1345Boiga_|Boiga_nigriceps	0.67898643	0.6990292
304	None|1347Boiga_|Boiga_nigriceps	0.67624414	0.69436914
305	TR|A0A193CHL8|Boiga_nigriceps	0.6767038	0.68834156
306	TR|A0A6G1S2M3|Boiga_nigriceps	0.7010304	0.69688624
307	TR|A0A6G1S2M9|Boiga_nigriceps	0.67975956	0.6807493
308	NCBI|Boiga_trigonata_GGUG01000004|Boiga_trigonata	0.63365453	0.7747651
309	NCBI|Boiga_trigonata_GGUG01000001|Boiga_trigonata	0.7045487	0.72295845
310	NCBI|Boiga_trigonata_GGUG01000002|Boiga_trigonata	0.70467234	0.69804716
311	NCBI|Boiga_trigonata_GGUG01000005|Boiga_trigonata	0.70165884	0.692439
312	NCBI|Boiga_trigonata_GGUG01000007|Boiga_trigonata	0.66762525	0.68449837
313	NCBI|BOITR_GGUG01000006.1_1_318|Boiga_trigonata	0.6969487	0.701158
314	NCBI|BOITR_GGUG01000007.1_1_330|Boiga_trigonata	0.67225313	0.68252796
315	None|1331Boiga_|Boiga_trigonata	0.7012462	0.7006636
316	SP|P83490|Coelognathus_radiatus	0.6681991	0.68144906
317	NCBI|CONLI_GJFD01001950.1_49_315|Conophis_lineatus	0.69474286	0.6985373
318	SP|A7X6J0|Dispholidus_typus	0.7245427	0.77769446
319	TR|A7X3Q4|Dispholidus_typus	0.64607406	0.7694736
320	TR|A7X3T2|Dispholidus_typus	0.7001626	0.7212956
321	TR|A7X3U0|Dispholidus_typus	0.7124166	0.720438
322	TR|A7X3P2|Erythrolamprus_poecilogyrus	0.5102901	0.77078134
323	TR|A7X3P8|Erythrolamprus_poecilogyrus	0.5201228	0.77219564
324	SP|A7X3M9|Erythrolamprus_poecilogyrus	0.73458505	0.7466616
325	NCBI|HELLE_OL366256.1_49_246|Helicops_leopardinus	0.6015022	0.7642175
326	NCBI|HELLE_OL366259.1_1_249|Helicops_leopardinus	0.6172852	0.77712446
327	NCBI|HELLE_OL366260.1_1_243|Helicops_leopardinus	0.5603066	0.77682877
328	NCBI|HELLE_OL366262.1_1_258|Helicops_leopardinus	0.64296806	0.7824832
329	NCBI|HELLE_OL366263.1_1_237|Helicops_leopardinus	0.5427429	0.77271044
330	None|Helicops_leopardinus_unigene312779|Helicops_leopardinus	0.56625074	0.7816577
331	None|Helicops_leopardinus_unigene312780|Helicops_leopardinus	0.5980271	0.76822186
332	None|Helicops_leopardinus_unigene312792|Helicops_leopardinus	0.54860723	0.7676969
333	None|Helicops_leopardinus_unigene312798|Helicops_leopardinus	0.6126406	0.77448595
334	None|Helicops_leopardinus_unigene488093|Helicops_leopardinus	0.55418634	0.77954316
335	None|Helicops_leopardinus_unigene488904|Helicops_leopardinus	0.56378365	0.76470494
336	None|Helicops_leopardinus_unigene490899|Helicops_leopardinus	0.6463869	0.78084207
337	None|Helicops_leopardinus_unigene57119|Helicops_leopardinus	0.60498005	0.7713937
338	NCBI|HETNA_OL366266.1_1_249|Heterodon_nasicus	0.61474466	0.7823992
339	None|Heterodon_nasicus_unigene14895|Heterodon_nasicus	0.5716121	0.77490973
340	None|Heterodon_nasicus_unigene2480|Heterodon_nasicus	0.61033636	0.7803949
341	None|Heterodon_nasicus_unigene384518|Heterodon_nasicus	0.5941223	0.77641916
342	None|Heterodon_nasicus_unigene617783|Heterodon_nasicus	0.5919989	0.7709098
343	TR|A0A098M253|Hypsiglena_sp._JMG-2014	0.5233975	0.76577836
344	TR|A0A098LWV3|Opheodrys_aestivus	0.6347321	0.79192793
345	TR|A0A098LWU4|Opheodrys_aestivus	0.7279665	0.75024766
346	TR|A0A098LYB1|Opheodrys_aestivus	0.7139926	0.7612493
347	SP|C0HJD3|Oxybelis_fulgidus	0.6907588	0.6982926
348	TR|A0A193CHK9|Oxybelis_fulgidus	0.6705784	0.6867665
349	TR|A0A098LYG6|Pantherophis_guttatus	0.75304925	0.7798368
350	NCBI|Pgut_NW_023031289_1_mka|Pantherophis_guttatus	0.8017955	0.65063787
351	TR|A0A098LYH6|Pantherophis_guttatus	0.72682905	0.7635295
